Date,open,high,low,close,volume,Target_Dir,Log_Ret_t,RSI_14,MACD_Signal,ATR_14,VIX_Change,Term_Spread,Oil_Ret,Gold_Ret,FG_Index,FG_Delta,FG_Zone,SVI_Market,SVI_Index
2016-03-17,2026.9000244140625,2046.239990234375,2022.1600341796875,2040.5899658203125,4530480000,1,0.006573583068596323,76.81399719721585,4.2676939698721235,23.204538369251296,-0.5500000000000007,-0.029999999999999805,0.02343354299081438,0.02823184571645773,2.0,2.0,0.0,-0.38066785702471057,-0.9536414098357169
2016-03-18,2041.1600341796875,2052.360107421875,2041.1600341796875,2049.580078125,6503140000,1,0.004395967251026178,79.15922681453952,4.573636801387707,21.679176719331352,-0.41999999999999993,0.0,-0.0007638447220534427,-0.00849780832604257,1.0,1.0,0.0,-0.34433547493195704,-0.8939151209068533
2016-03-21,2047.8800048828125,2053.909912109375,2043.1400146484373,2051.60009765625,3376600000,0,0.0009850919042923014,79.69178802654957,4.414331758098879,20.223965031715885,-0.23000000000000043,0.009999999999999787,0.01642073021232749,-0.008007729856973357,-1.0,-1.0,0.0,-0.9962283424674218,1.265279566089696
2016-03-22,2048.639892578125,2056.60009765625,2040.5699462890625,2049.800048828125,3418460000,0,-0.0008777728967722512,77.65154258167081,3.721599303719998,19.66457628746026,0.3800000000000008,-0.020000000000000018,0.015662221963211428,0.0035312254541069133,0.0,0.0,0.0,-1.009022548289336,1.1812202155262013
2016-03-23,2048.550048828125,2048.550048828125,2034.8599853515625,2036.7099609375,3639510000,0,-0.00640650953066712,63.92019604688732,2.0110710585883105,19.034432721680222,0.7699999999999996,-0.020000000000000018,-0.04283849760072972,-0.019823458291528016,0.0,0.0,0.0,-1.0220787531172344,1.1047052047782118
2016-03-24,2032.47998046875,2036.0400390625,2022.489990234375,2035.93994140625,3407720000,1,-0.0003781417793768198,63.162095767118736,0.5241717176493168,18.392320298865634,-0.1999999999999993,0.010000000000000231,-0.013217764030660599,-0.0018812543119597132,2.0,2.0,0.0,-1.0354076484569839,1.034323440725985
2016-03-28,2037.8900146484373,2042.6700439453125,2031.9599609375,2037.050048828125,2809090000,1,0.000545106888072358,63.874801050166546,-0.6271946894320948,17.367767336272564,0.5,-0.02000000000000013,0.0,-0.0012288536097643887,-1.0,0.0,0.0,-1.049020545440104,0.41981840682664123
2016-03-29,2035.75,2055.909912109375,2028.31005859375,2055.010009765625,3822330000,1,0.00877801205423741,73.46005089560717,-0.4419154086654551,18.732339441168417,-1.42,0.030000000000000138,-0.042094653733617975,0.01278775411769549,-2.0,-2.0,0.0,-1.0629294220862118,0.38505982612121237
2016-03-30,2058.27001953125,2072.2099609375,2058.27001953125,2063.949951171875,3590310000,0,0.0043408799935662195,76.96974403126461,0.0028114723975498634,18.52798285353251,-0.2599999999999998,0.040000000000000036,0.0,-0.007065979589434121,-2.0,-2.0,0.0,-1.0261381979794704,0.39812608471058847
2016-03-31,2063.77001953125,2067.919921875,2057.4599609375,2059.739990234375,3715280000,1,-0.0020418423596207116,71.80981011592586,-0.24478342902599692,17.45207251610119,0.3899999999999988,-0.020000000000000018,0.0,0.005932264628274546,1.0,1.0,0.0,-0.9911113513278661,0.41141812071282857
2016-04-01,2056.6201171875,2075.070068359375,2043.97998046875,2072.780029296875,3749990000,0,0.006310959066599757,77.2584984465336,0.17928709943291565,19.270729589770173,-0.8499999999999996,-0.020000000000000018,-0.009020151359383784,-0.009770473814590914,2.0,2.0,0.0,-0.9576789667706209,0.4249478681287887
2016-04-04,2073.18994140625,2074.02001953125,2062.570068359375,2066.1298828125,3485710000,0,-0.003213480045854618,69.36883312864897,-0.2452202731112365,18.227832391227953,1.0199999999999996,0.0,-0.010211210568503899,-0.0034423042399615686,0.0,0.0,0.0,-0.1938425732453051,1.2997895073557912
2016-04-05,2062.5,2062.5,2042.56005859375,2045.1700439453125,4154920000,1,-0.01019629841179453,50.58328150926633,-2.085926226437927,18.940172995937026,1.3000000000000007,-0.020000000000000018,-0.0047268265403625775,0.008502360171509305,2.0,2.0,0.0,-0.165529991306982,1.2657415724275867
2016-04-06,2045.56005859375,2067.330078125,2043.0899658203125,2066.659912109375,3750800000,0,0.01045279793201316,62.573612903895786,-2.021514692345935,19.646896081669624,-1.33,0.020000000000000018,0.05133509953377004,-0.004814587092324561,0.0,0.0,0.0,-0.1368838186552099,1.2332574658923894
2016-04-07,2063.010009765625,2063.010009765625,2033.800048828125,2041.9100341796875,3801250000,1,-0.012048073970004866,47.31690503524243,-3.695030086265376,21.408764425191116,2.0700000000000003,-0.030000000000000027,-0.016551365560597473,0.0111441763775809,-1.0,-1.0,0.0,-0.10780981527499053,1.2022054646352252
2016-04-08,2045.5400390625,2060.6298828125,2041.68994140625,2047.5999755859373,3359530000,0,0.0027827026046162826,50.51731418371907,-4.430069693956753,21.07956545177377,-0.8000000000000007,0.020000000000000018,0.09150999135111942,0.005083360244175877,1.0,1.0,0.0,-0.07820416701040853,1.172468826793539
2016-04-11,2050.22998046875,2062.929931640625,2041.8800048828125,2041.989990234375,3567840000,1,-0.0027435458896038338,47.25177998940148,-5.245692387131715,21.07561339107558,0.9000000000000021,0.010000000000000009,0.02114551991497925,0.011363719796072987,2.0,2.0,0.0,1.623322652316036,0.04557992159456899
2016-04-12,2043.719970703125,2065.050048828125,2039.739990234375,2061.719970703125,4239740000,1,0.009615753881389974,58.21318227202655,-4.447522769521829,21.64023516193005,-1.410000000000002,0.020000000000000018,0.03404584140971728,0.0021462376732565664,0.0,0.0,0.0,1.663878906511351,0.054104053154289775
2016-04-13,2065.919921875,2083.179931640625,2065.919921875,2082.419921875,4191830000,1,0.009990069768557895,66.61232648533439,-2.6075669438745095,21.616197525824493,-1.0099999999999998,-0.030000000000000027,-0.004893403682729236,-0.010055128384175412,2.0,2.0,0.0,1.7067968233327702,0.0626593439116446
2016-04-14,2082.889892578125,2087.840087890625,2078.1298828125,2082.780029296875,3765870000,0,0.00017291243013242585,66.74649291181598,-1.4977049703449268,20.02867045886558,-0.11999999999999922,0.010000000000000009,0.004893403682729357,-0.01763946407711058,-3.0,-3.0,0.0,1.75233160916773,0.07124794079316824
2016-04-15,2083.10009765625,2083.219970703125,2076.31005859375,2080.72998046875,3701450000,1,-0.000984769576145959,65.02996351887685,-1.0534343793506267,18.279444038558037,-0.10000000000000142,-0.010000000000000009,-0.0403184795881462,0.006590460098725617,1.0,1.0,0.0,1.8007790500766798,0.07987203494836145
2016-04-18,2078.830078125,2094.659912109375,2073.64990234375,2094.340087890625,3316880000,1,0.006519725613797989,70.78528626380484,-0.05122311379389188,18.643530046912403,-0.2699999999999996,0.010000000000000009,0.0077145994953303825,0.00040539994060510945,0.0,0.0,0.0,0.8113174822896042,-0.10895691551893648
2016-04-19,2096.050048828125,2104.050048828125,2091.679931640625,2100.800048828125,3896830000,1,0.0030797379028665328,73.20081102767561,0.7935949059031273,17.80705393656231,-0.10999999999999943,-0.010000000000000009,0.03260388009281588,0.015603971877910185,-1.0,-1.0,0.0,0.7656773694269265,-0.16135376225695847
2016-04-20,2101.52001953125,2111.050048828125,2096.320068359375,2102.39990234375,4184880000,0,0.0007612550492345003,73.81937984583969,1.184504182785929,17.396768520682482,0.03999999999999915,0.030000000000000027,0.001625827788162602,0.00015956521921236389,1.0,1.0,0.0,0.7219386168856454,-0.2192681180085235
2016-04-21,2102.090087890625,2103.780029296875,2088.52001953125,2091.47998046875,4175290000,1,-0.005207562857292034,62.46440452374873,0.47091724123632517,17.111861964920365,0.6699999999999999,0.010000000000000009,0.009010110625261919,-0.003357009989702909,-3.0,-3.0,0.0,0.6798318860763797,-0.28456566002260736
2016-04-22,2091.489990234375,2094.320068359375,2081.199951171875,2091.580078125,3790580000,0,4.785857954074228e-05,62.52537300900867,-0.19718699528747052,16.57962060384773,-0.7299999999999986,-0.010000000000000231,0.011206520939710028,-0.01638657099171672,-1.0,-1.0,0.0,0.6391198197345749,-0.36008694818288955
2016-04-25,2089.3701171875,2089.3701171875,2077.52001953125,2087.7900390625,3319740000,1,-0.0018136896207629953,58.38240338916637,-1.048989186609095,16.24367423014099,0.8599999999999994,0.010000000000000231,-0.023005385405814975,0.008267248694073434,1.0,1.0,0.0,0.856213695148925,-1.9513573151778665
2016-04-26,2089.840087890625,2096.8701171875,2085.800048828125,2091.699951171875,3557190000,1,0.0018710001742369307,61.424923574564446,-1.4785649796732407,15.553851621201813,-0.11999999999999922,0.020000000000000018,0.022322869169560337,0.002660052989486988,2.0,2.0,0.0,0.8096047180732406,-1.8875001788099603
2016-04-27,2092.330078125,2099.889892578125,2082.31005859375,2095.14990234375,4100110000,0,0.0016479941117468401,64.09718437363819,-1.646864828902757,15.823985485306748,-0.19000000000000128,-0.040000000000000036,0.005220758651971116,0.005619345503985562,-1.0,-1.0,0.0,0.7651326231356884,-1.8282902328838195
2016-04-28,2090.929931640625,2099.300048828125,2071.6201171875,2075.81005859375,4309840000,0,-0.00927363606156167,44.263426874443454,-3.090531461664625,17.40479292437152,1.450000000000001,0.020000000000000018,0.03186189091190527,0.012963993663771956,-1.0,-1.0,0.0,0.722507617100899,-1.7731606659051216
2016-04-29,2071.820068359375,2073.85009765625,2052.280029296875,2065.300048828125,4704720000,1,-0.005075949230557177,37.070681563211835,-4.688436895433625,18.221497652779888,0.47999999999999865,0.0,0.0008768084735343862,0.018554532081355487,-1.0,-1.0,0.0,0.681477831906302,-1.7216372653085525
2016-05-02,2067.169921875,2083.419921875,2066.110107421875,2081.429931640625,3841110000,0,0.007779606697244105,51.132607701280406,-4.591197153684369,18.207947611209708,-1.0199999999999996,0.019999999999999796,0.003936152031474487,0.004257137284214135,2.0,2.0,0.0,-0.3661050329136207,0.81546900073441
2016-05-03,2077.179931640625,2077.179931640625,2054.889892578125,2063.3701171875,4173390000,0,-0.008714499388395887,39.67817773070599,-5.604754815045723,19.318899825662626,0.9199999999999999,-0.019999999999999796,-0.061429725397602726,-0.003094301340338286,0.0,0.0,0.0,-0.4040854138220912,0.8188349918963849
2016-05-04,2060.300048828125,2060.300048828125,2045.550048828125,2051.1201171875,4058560000,0,-0.00595458270547255,33.7592963434073,-6.878462484523785,19.119054587547982,0.45000000000000107,-0.020000000000000018,-0.0002320993395589187,-0.013572675083321833,-1.0,-1.0,0.0,-0.4446583677778256,0.8222183109384142
2016-05-05,2052.949951171875,2060.22998046875,2045.77001953125,2050.6298828125,4008530000,1,-0.00023903669279415213,33.528347576876115,-7.483296868870818,18.497839292066228,-0.14000000000000057,0.0,0.029955366557756116,-0.0014933192222766592,1.0,1.0,0.0,-0.488295314213238,0.8256191487648937
2016-05-06,2047.77001953125,2057.719970703125,2039.449951171875,2057.139892578125,3796350000,1,0.0031696105535526063,39.834908940288265,-7.173910914982871,18.46746320492534,-1.1899999999999995,0.010000000000000009,0.004719640180074468,0.016769101438875392,0.0,0.0,0.0,-0.5355919882204201,0.8290376991732907
2016-05-09,2057.550048828125,2064.14990234375,2054.31005859375,2058.68994140625,3788620000,1,0.0007532133076099479,41.36330970203711,-6.6075456538323465,17.317110037520624,-0.15000000000000036,0.0,-0.049878199811784915,-0.02134147742080195,2.0,2.0,0.0,-1.9805423070467885,1.1807124425799986
2016-05-10,2062.6298828125,2084.8701171875,2062.6298828125,2084.389892578125,3600200000,0,0.012406365236037333,60.54032447238799,-4.355062310883092,18.498855614930466,-0.9399999999999995,0.0,0.03656122160876648,-0.0013441007533533627,-1.0,-1.0,0.0,-1.9002464030603718,1.1226542049403503
2016-05-11,2083.2900390625,2083.2900390625,2064.4599609375,2064.4599609375,3821980000,0,-0.009607522877868724,46.834653955849994,-4.063142188196884,18.689666238422905,1.0599999999999987,-0.06000000000000005,0.04596213556463585,0.008430186756368665,-1.0,-1.0,0.0,-1.8271092387838797,1.0686851274493203
2016-05-12,2067.169921875,2073.989990234375,2053.1298828125,2064.110107421875,3782390000,0,-0.00016947926796424465,46.62087531763418,-3.7576781154683783,18.9790590359929,-0.27999999999999936,0.0,0.0075667856441945895,-0.003379253258223161,0.0,0.0,0.0,-1.7600726241237394,1.018239017379531
2016-05-13,2062.5,2066.7900390625,2043.1300048828125,2046.6099853515625,3579880000,1,-0.008514434161752484,36.89963280700597,-4.54480923110478,19.603190250979534,0.629999999999999,-0.040000000000000036,0.013265063999558223,0.0012587331847161139,-3.0,-3.0,0.0,-1.6982857900923123,0.9708499280632442
2016-05-16,2046.530029296875,2071.8798828125,2046.530029296875,2066.659912109375,3501360000,0,0.009748976389612767,50.534806770499856,-3.570569507169634,20.36941329192926,-0.35999999999999943,0.010000000000000009,0.0301467250858723,0.0011786431028753658,1.0,1.0,0.0,-0.49805665154018686,0.14672373892623503
2016-05-17,2065.0400390625,2065.68994140625,2040.8199462890625,2047.2099609375,4108960000,1,-0.009455863552162807,40.69250176460529,-4.0543139228988405,21.098821345418823,0.8900000000000006,-0.019999999999999907,0.004526756701190284,0.00219636641841862,0.0,0.0,0.0,-0.4929476221414546,0.17893241018023878
2016-05-18,2044.3800048828125,2060.610107421875,2034.489990234375,2047.6300048828125,4101320000,0,0.00020515768640127935,40.97894416513643,-4.150077446906425,21.768328292729905,0.379999999999999,0.030000000000000027,0.004506357482580851,-0.00196086191362997,0.0,0.0,0.0,-0.4878681428864913,0.21261939700537208
2016-05-19,2044.2099609375,2044.2099609375,2025.9100341796875,2040.0400390625,3846770000,1,-0.0037135945227206248,37.22996265445751,-4.499069693405046,21.761880607146367,0.379999999999999,-0.010000000000000009,-0.04003036026499303,-0.015428132082826979,0.0,0.0,0.0,-0.48281766669766296,0.24802837605832212
2016-05-20,2041.8800048828125,2058.35009765625,2041.8800048828125,2052.320068359375,3507650000,0,0.006001459222804671,46.38655244595676,-3.7108680485464496,21.301637240864746,-1.129999999999999,0.0,0.0320278552624161,-0.0014361502311578814,-2.0,-2.0,0.0,-0.4777956576573195,0.2854541645357157
2016-05-23,2052.22998046875,2055.580078125,2047.260009765625,2048.0400390625,3055480000,1,-0.0020876365681016884,43.81609573707683,-3.299035151615464,19.570759984691797,0.620000000000001,-0.030000000000000027,-0.01599037289658472,-0.001038585136795765,-1.0,-1.0,0.0,1.4541606972179295,0.2713957550292507
2016-05-24,2052.64990234375,2079.669921875,2052.64990234375,2076.06005859375,3627340000,1,0.013588637533990108,60.39451537589167,-1.0768078845334772,21.178644159788664,-1.4000000000000004,0.010000000000000009,0.013515124108041916,-0.01790366465212703,0.0,0.0,0.0,1.4541606972179295,0.25741671082488404
2016-05-25,2078.929931640625,2094.72998046875,2078.929931640625,2090.5400390625,3859160000,0,0.006950529651583447,66.32031176387338,1.3024228218345688,20.844147651163915,-0.5199999999999996,0.010000000000000009,0.009250759772150997,-0.004403876274423123,-2.0,-2.0,0.0,1.4541606972179295,0.24350847109157459
2016-05-26,2091.43994140625,2094.300048828125,2087.080078125,2090.10009765625,3230990000,1,-0.0002104660499285901,65.97426029892243,2.7006115855977444,19.02758976467157,-0.47000000000000064,0.010000000000000009,0.013212917094277358,-0.002782801311324475,0.0,0.0,0.0,1.4541606972179295,0.22966263709555135
2016-05-27,2090.06005859375,2099.06005859375,2090.06005859375,2099.06005859375,3079150000,0,0.004277694939439437,69.69071625849378,4.004114959925622,17.690577183629202,-0.3100000000000005,-0.010000000000000009,-0.008721280306379493,-0.005176827942159796,1.0,1.0,0.0,1.4541606972179295,0.21587094664231574
2016-05-31,2100.1298828125,2103.47998046875,2088.659912109375,2096.949951171875,4514410000,1,-0.0010057686205899895,67.68189955912072,4.464598386288901,17.30784252179169,1.0700000000000003,0.020000000000000018,0.0034570446224306208,0.000823519736724513,3.0,0.0,0.0,-1.5824123434875053,-1.897110108557293
2016-06-01,2093.93994140625,2100.969970703125,2085.10009765625,2099.330078125,3525170000,1,0.001134398653926189,68.85048412833748,4.648844003400245,17.116113192505576,0.009999999999999787,-0.030000000000000027,-0.009177182793335625,-0.002390098246246816,0.0,0.0,0.0,-1.461172041760207,-1.7462513333948961
2016-06-02,2097.7099609375,2105.260009765625,2088.590087890625,2105.260009765625,3632720000,0,0.002820696166986195,71.78350319058902,4.866174137713485,17.05662099909914,-0.5699999999999985,-0.020000000000000018,0.0049049761123159405,-0.0017342990864130377,0.0,0.0,0.0,-1.3553896988050438,-1.6186306713131644
2016-06-03,2104.070068359375,2104.070068359375,2085.360107421875,2099.1298828125,3627780000,1,-0.002916062236694851,64.53532630789357,4.312324999233736,17.435725276353097,-0.16000000000000014,0.009999999999999898,-0.011276388067934497,0.024736904788247527,-3.0,-3.0,0.0,-1.26154354107608,-1.5084108483590792
2016-06-06,2100.830078125,2113.360107421875,2100.830078125,2109.409912109375,3442020000,1,0.004885328519363624,70.33184749193123,4.341314957198956,17.008325091701362,0.17999999999999972,0.0,0.009031260071088015,0.0036221716975720704,0.0,0.0,0.0,-0.04024299438358953,0.10505061776284161
2016-06-07,2110.179931640625,2119.219970703125,2110.179931640625,2112.1298828125,3534730000,1,0.001288615629197613,71.74189045069643,4.241858348544175,16.048556039016447,0.40000000000000036,0.010000000000000009,0.016616390416398303,-0.00016066787650068854,0.0,0.0,0.0,-0.011115370689995413,0.05768511698753403
2016-06-08,2112.7099609375,2120.550048828125,2112.7099609375,2119.1201171875,3562060000,0,0.0033041019719547236,75.23248702728247,4.329903578434251,15.031437198130979,0.02999999999999936,-0.010000000000000009,0.019306003147674576,0.012299511303834583,4.0,4.0,0.0,0.01878566182871087,0.006864358622171267
2016-06-09,2115.64990234375,2117.639892578125,2107.72998046875,2115.47998046875,3290320000,0,-0.0017192355978938075,70.03441911038863,3.84272104950729,14.545930396764401,0.5600000000000005,-0.020000000000000018,-0.002763523274753727,0.008221312981124862,0.0,0.0,0.0,0.049595853203091386,-0.0485717551946978
2016-06-10,2109.570068359375,2109.570068359375,2089.9599609375,2096.070068359375,3515010000,0,-0.009217532410166119,49.14353891804117,2.0055674409352875,16.009142466242352,2.3900000000000006,0.0,-0.01774899520126173,0.002516177827683463,0.0,0.0,0.0,0.08147211504952322,-0.11031101581144542
2016-06-13,2091.75,2098.1201171875,2078.4599609375,2079.06005859375,3392030000,0,-0.008148298789709478,37.75539137795665,-0.43286934108079755,16.49594435738401,3.9399999999999977,-0.019999999999999796,-0.006864553505450691,0.008601194468236007,0.0,0.0,0.0,1.2265727491013512,-2.0675912556361693
2016-06-14,2076.64990234375,2081.300048828125,2064.10009765625,2075.320068359375,3759770000,0,-0.0018005050719719037,35.659012471495984,-2.272646358582163,16.589811941557926,-0.46999999999999886,-0.010000000000000009,-0.030442498907359866,0.0009338142093947642,-2.0,-2.0,0.0,1.1593973443247425,-1.8648986823402296
2016-06-15,2077.60009765625,2085.64990234375,2069.800048828125,2071.5,3544720000,1,-0.0018424090638101951,33.46883184837435,-3.640683188190737,16.491150809985275,-0.35999999999999943,0.030000000000000027,-0.008599948126545798,0.00015561424958520132,2.0,2.0,0.0,1.0975309261965136,-1.7004738154867824
2016-06-16,2066.360107421875,2079.6201171875,2050.3701171875,2077.989990234375,3628280000,0,0.0031280931110455722,40.618451734307946,-3.9751558881864932,18.192330823253776,-0.7699999999999996,-0.040000000000000036,-0.03887529146157722,0.007978605910287052,1.0,1.0,0.0,1.0401523441026579,-1.5628154129742107
2016-06-17,2078.199951171875,2078.199951171875,2062.840087890625,2071.219970703125,4952630000,1,-0.003263284144608922,35.96636183921572,-4.481332126734089,17.81466846098823,0.03999999999999915,0.050000000000000044,0.0197339158926364,-0.0027814092101873097,1.0,1.0,0.0,0.9866010915022818,-1.4447269831937737
2016-06-20,2075.580078125,2100.659912109375,2075.580078125,2083.25,3467440000,1,0.0057913827784231015,48.143667367654054,-3.858745486555179,19.364704936681914,-1.0399999999999991,0.009999999999999787,0.044311711125040495,-0.0019361090268664404,-1.0,-1.0,0.0,0.23318598192338982,-1.2561355035901025
2016-06-21,2085.18994140625,2093.659912109375,2083.02001953125,2088.89990234375,3232880000,0,0.002708390604209703,52.988404104553915,-2.9596307329446487,18.201396568226542,0.10999999999999943,0.020000000000000018,-0.010324270932601128,-0.015231694595499006,2.0,2.0,0.0,0.19030211172099545,-1.177289196186431
2016-06-22,2089.75,2099.7099609375,2084.360107421875,2085.449951171875,3168160000,1,-0.00165292899657585,49.71587594314871,-2.5082531863529924,17.821190812589307,2.6900000000000013,-0.010000000000000009,0.005175459228412407,-0.001969667763047546,-2.0,-2.0,0.0,0.14561770819003947,-1.106083803005984
2016-06-23,2092.800048828125,2113.320068359375,2092.800048828125,2113.320068359375,3297940000,0,0.013275567071955107,68.08722036452512,-0.3568625156753784,19.161047709276616,-3.9200000000000017,0.020000000000000018,0.004121168000556669,-0.0053772460418744,1.0,1.0,0.0,0.09853366975266843,-1.0414605686596956
2016-06-24,2103.81005859375,2103.81005859375,2032.5699462890625,2037.4100341796875,7597450000,0,-0.03658079280558263,31.694978486466155,-3.874343886884839,27.37292453880177,8.510000000000002,-0.029999999999999916,-0.04071061543284886,0.045568126625119755,3.0,3.0,0.0,0.04825452332609034,-0.9827614222881003
2016-06-27,2031.449951171875,2031.449951171875,1991.6800537109373,2000.5400390625,5431220000,1,-0.018262246511702756,24.389250994925717,-8.260516478560024,29.820532060204492,-1.9100000000000001,-0.08000000000000007,-0.03531317228028867,0.0018921481520379623,-1.0,-1.0,0.0,0.4804287755725105,1.046106888726727
2016-06-28,2006.6700439453125,2036.0899658203125,2006.6700439453125,2036.0899658203125,4385810000,1,0.01761412160408792,39.82146268354121,-8.321084057491309,30.584451370551143,-5.100000000000001,0.0,0.026709118340622243,-0.005459071134537385,-1.0,-1.0,0.0,0.44748151139703424,1.042449061111731
2016-06-29,2042.68994140625,2073.1298828125,2042.68994140625,2070.77001953125,4241740000,1,0.016889242971253916,51.06395199165914,-5.70380568552949,31.445180137027545,-2.1099999999999994,0.030000000000000027,0.04457385867940685,0.006517130786711063,0.0,0.0,0.0,0.414930143352491,1.0388113389280829
2016-06-30,2073.169921875,2098.93994140625,2070.0,2098.860107421875,4622820000,1,0.013473863149466128,58.33808627658872,-1.9528286067502276,31.11114830056475,-1.0099999999999998,0.030000000000000027,-0.007257678306284528,-0.004163045711473091,-1.0,-1.0,0.0,0.3826659415506056,1.0351935054372956
